country,product,date,price_wo_tax_forecast,price_with_tax_forecast,price_with_tax_lower80,price_with_tax_upper80
NL,heating_oil,2023-05-15,1901.1744070385926,1901.1744070385926,1771.3076582336892,2031.041155843496
NL,heating_oil,2023-05-22,1901.1740460222047,1901.1740460222047,1765.7989609743693,2036.5491310700402
NL,fuel_oil_1,2023-03-06,743.4124843417737,743.4124843417737,721.0974985423303,765.7274701412172
NL,fuel_oil_1,2023-03-13,743.4124843417737,743.4124843417737,711.9956286726698,774.8293400108777
NL,fuel_oil_1,2023-03-20,743.4124843417737,743.4124843417737,704.9927101488238,781.8322585347237
NL,fuel_oil_1,2023-03-27,743.4124843417737,743.4124843417737,699.0825928695266,787.7423758140209
NL,fuel_oil_1,2023-04-03,741.3508635765661,741.3508635765661,691.8109856311657,790.8907415219664
NL,fuel_oil_1,2023-04-10,741.3508635765661,741.3508635765661,687.0990457660162,795.602681387116
NL,fuel_oil_1,2023-04-17,741.3508635765661,741.3508635765661,682.7648587234183,799.9368684297139
NL,fuel_oil_1,2023-04-24,741.3508635765661,741.3508635765661,678.7299390101163,803.9717881430159
NL,fuel_oil_1,2023-05-01,739.3675473198132,739.3675473198132,672.9564004959482,805.7786941436782
NL,fuel_oil_1,2023-05-08,739.3675473198132,739.3675473198132,669.3711141866535,809.3639804529729
NL,fuel_oil_1,2023-05-15,739.3675473198132,739.3675473198132,665.960729650956,812.7743649886704
NL,fuel_oil_1,2023-05-22,739.3675473198132,739.3675473198132,662.7019024117267,816.0331922278997
NL,lpg,2026-08-03,564.1225601776127,929.981981665216,913.5810841316749,946.3828791987572
NL,lpg,2026-08-10,562.8731917772427,928.732613264846,904.4511999477883,953.0140265819037
NL,lpg,2026-08-17,561.9284279051187,927.787849392722,896.9298564294324,958.6458423560116
NL,lpg,2026-08-24,561.2140039019137,927.073425389517,890.3535858339391,963.7932649450948
NL,lpg,2026-08-31,560.6737613382259,926.5331828258292,884.4523754352994,968.613990216359
NL,lpg,2026-09-07,560.6075789806713,926.4670004682746,879.4169776175099,973.5170233190393
NL,lpg,2026-09-14,560.2986530826437,926.158074570247,874.462717531183,977.853431609311
NL,lpg,2026-09-21,560.0650454233388,925.9244669109421,869.859834197645,981.9890996242392
NL,lpg,2026-09-28,559.8883929029955,925.7478143905988,865.5535274064312,985.9421013747665
NL,lpg,2026-10-05,559.6036059028113,925.4630273904146,861.3495662957687,989.5764884850606
NL,lpg,2026-10-12,559.502591021434,925.3620125090373,857.5158357855577,993.2081892325169
NL,lpg,2026-10-19,559.4262042563741,925.2856257439774,853.8730038861268,996.6982476018281
BE,euro95,2026-08-03,944.922786591482,1872.8168584923083,1836.3996263413285,1909.2340906432883
BE,euro95,2026-08-10,940.8298693611043,1868.7239412619306,1822.4265337836632,1915.0213487401984
